Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed,month,day,hour
4777,2020-07-18 14:00:00,07-18-2020 00:00,2020-07-18 14:12:00,Hyderabad,198,7,40,M,Poison,Other Crime,9,Yes,02-08-2020 14:00,7,18,14
4779,2020-07-20 20:00:00,07-18-2020 02:00,2020-07-19 00:41:00,Indore,457,1,20,F,Firearm,Violent Crime,16,Yes,17-09-2020 20:00,7,20,0
4780,2020-07-19 04:00:00,07-18-2020 03:00,2020-07-18 05:52:00,Patna,229,1,24,F,Explosives,Violent Crime,10,Yes,28-07-2020 04:00,7,19,5
4782,2020-07-20 15:00:00,07-18-2020 05:00,2020-07-18 15:04:00,Bangalore,165,14,62,F,Firearm,Other Crime,4,Yes,11-08-2020 15:00,7,20,15
4785,2020-07-19 04:00:00,07-18-2020 08:00,2020-07-18 16:42:00,Indore,399,18,59,M,Knife,Traffic Fatality,5,Yes,08-08-2020 04:00,7,19,16
4786,2020-07-20 14:00:00,07-18-2020 09:00,2020-07-18 14:34:00,Bhopal,348,13,31,M,Poison,Other Crime,7,Yes,01-10-2020 14:00,7,20,14
4787,2020-07-19 04:00:00,07-18-2020 10:00,2020-07-18 19:33:00,Chennai,362,20,41,M,Other,Violent Crime,14,Yes,21-08-2020 04:00,7,19,19
4798,2020-07-20 00:00:00,07-18-2020 21:00,2020-07-19 01:59:00,Bangalore,180,10,24,M,Other,Other Crime,13,Yes,13-08-2021 00:00,7,20,1
4800,2020-07-19 01:00:00,07-18-2020 23:00,2020-07-19 10:55:00,Chennai,517,11,42,F,Other,Violent Crime,4,Yes,09-08-2020 01:00,7,19,10
4802,2020-07-21 22:00:00,07-19-2020 01:00,2020-07-19 07:23:00,Mumbai,142,10,27,F,Other,Other Crime,19,Yes,20-01-2021 22:00,7,21,7
4804,2020-07-19 05:00:00,07-19-2020 03:00,2020-07-20 02:45:00,Bangalore,305,3,52,M,Knife,Other Crime,13,Yes,15-10-2020 05:00,7,19,2
4806,2020-07-20 05:00:00,07-19-2020 05:00,2020-07-19 16:23:00,Ahmedabad,524,18,13,M,Poison,Traffic Fatality,16,Yes,18-08-2020 05:00,7,20,16
4810,2020-07-20 10:00:00,07-19-2020 09:00,2020-07-19 11:41:00,Bangalore,489,10,45,M,Firearm,Other Crime,8,Yes,01-07-2021 10:00,7,20,11
4811,2020-07-21 14:00:00,07-19-2020 10:00,2020-07-19 13:19:00,Delhi,483,11,48,F,Other,Violent Crime,2,Yes,01-08-2020 14:00,7,21,13
4812,2020-07-21 13:00:00,07-19-2020 11:00,2020-07-19 19:25:00,Hyderabad,455,9,39,F,Blunt Object,Other Crime,1,Yes,02-10-2020 13:00,7,21,19
4814,2020-07-20 00:00:00,07-19-2020 13:00,2020-07-19 14:18:00,Delhi,261,15,30,F,Poison,Violent Crime,17,Yes,04-01-2021 00:00,7,20,14
4818,2020-07-20 20:00:00,07-19-2020 17:00,2020-07-20 16:21:00,Varanasi,264,18,26,M,Knife,Traffic Fatality,9,Yes,07-08-2020 20:00,7,20,16
4830,2020-07-20 15:00:00,07-20-2020 05:00,2020-07-20 23:28:00,Ahmedabad,144,11,29,F,Firearm,Violent Crime,15,Yes,01-09-2020 15:00,7,20,23
4831,2020-07-21 03:00:00,07-20-2020 06:00,2020-07-20 15:22:00,Ahmedabad,540,2,10,F,Other,Other Crime,16,Yes,25-11-2020 03:00,7,21,15
4832,2020-07-22 15:00:00,07-20-2020 07:00,2020-07-20 17:12:00,Delhi,379,17,34,F,Knife,Other Crime,4,Yes,04-09-2020 15:00,7,22,17
4833,2020-07-22 01:00:00,07-20-2020 08:00,2020-07-20 22:51:00,Meerut,212,17,14,F,Firearm,Other Crime,3,Yes,05-09-2020 01:00,7,22,22
4835,2020-07-23 04:00:00,07-20-2020 10:00,2020-07-21 09:33:00,Ahmedabad,112,5,40,M,Firearm,Violent Crime,10,Yes,31-07-2020 04:00,7,23,9
4836,2020-07-20 13:00:00,07-20-2020 11:00,2020-07-21 10:16:00,Meerut,371,9,75,M,Knife,Other Crime,4,Yes,07-08-2020 13:00,7,20,10
4837,2020-07-23 08:00:00,07-20-2020 12:00,2020-07-21 01:21:00,Surat,465,17,43,F,Explosives,Other Crime,15,Yes,12-09-2020 08:00,7,23,1
4839,2020-07-21 02:00:00,07-20-2020 14:00,2020-07-20 14:04:00,Bangalore,325,18,47,F,Explosives,Traffic Fatality,19,Yes,10-08-2020 02:00,7,21,14
4841,2020-07-20 23:00:00,07-20-2020 16:00,2020-07-21 15:28:00,Varanasi,553,17,64,M,Blunt Object,Other Crime,10,Yes,12-10-2020 23:00,7,20,15
4848,2020-07-23 01:00:00,07-20-2020 23:00,2020-07-21 05:30:00,Mumbai,342,2,11,F,Explosives,Other Crime,6,Yes,11-10-2020 01:00,7,23,5
4849,2020-07-22 23:00:00,07-21-2020 00:00,2020-07-21 17:06:00,Faridabad,280,1,23,F,Other,Violent Crime,15,Yes,26-08-2020 23:00,7,22,17
4850,2020-07-23 01:00:00,07-21-2020 01:00,2020-07-21 14:06:00,Bangalore,332,1,50,F,Knife,Violent Crime,19,Yes,14-08-2020 01:00,7,23,14
4853,2020-07-23 02:00:00,07-21-2020 04:00,2020-07-22 02:25:00,Chennai,328,3,47,F,Firearm,Other Crime,10,Yes,08-08-2020 02:00,7,23,2
4854,2020-07-22 06:00:00,07-21-2020 05:00,2020-07-21 19:15:00,Lucknow,133,5,63,M,Poison,Violent Crime,10,Yes,04-10-2020 06:00,7,22,19
4855,2020-07-21 15:00:00,07-21-2020 06:00,2020-07-21 18:55:00,Lucknow,367,15,57,F,Firearm,Violent Crime,18,Yes,21-09-2020 15:00,7,21,18
4856,2020-07-21 16:00:00,07-21-2020 07:00,2020-07-21 21:33:00,Agra,580,1,67,F,Poison,Violent Crime,7,Yes,17-10-2020 16:00,7,21,21
4863,2020-07-21 16:00:00,07-21-2020 14:00,2020-07-21 20:37:00,Pune,124,12,28,F,Other,Other Crime,10,Yes,12-09-2020 16:00,7,21,20
4865,2020-07-22 03:00:00,07-21-2020 16:00,2020-07-22 12:51:00,Mumbai,477,16,75,M,Other,Violent Crime,19,Yes,17-05-2022 03:00,7,22,12
4868,2020-07-24 13:00:00,07-21-2020 19:00,2020-07-22 06:05:00,Pune,408,16,27,M,Knife,Violent Crime,17,Yes,15-11-2021 13:00,7,24,6
4870,2020-07-23 06:00:00,07-21-2020 21:00,2020-07-22 10:23:00,Hyderabad,313,11,69,F,Other,Violent Crime,8,Yes,01-10-2020 06:00,7,23,10
4871,2020-07-24 10:00:00,07-21-2020 22:00,2020-07-22 13:00:00,Delhi,316,3,22,F,Blunt Object,Other Crime,9,Yes,26-09-2020 10:00,7,24,13
4877,2020-07-22 09:00:00,07-22-2020 04:00,2020-07-22 08:56:00,Hyderabad,292,10,17,M,Blunt Object,Other Crime,14,Yes,30-06-2021 09:00,7,22,8
4878,2020-07-23 18:00:00,07-22-2020 05:00,2020-07-23 04:01:00,Bangalore,157,13,20,F,Blunt Object,Other Crime,6,Yes,22-08-2020 18:00,7,23,4
4885,2020-07-23 10:00:00,07-22-2020 12:00,2020-07-22 12:35:00,Mumbai,456,9,15,F,Blunt Object,Other Crime,17,Yes,30-09-2020 10:00,7,23,12
4886,2020-07-23 17:00:00,07-22-2020 13:00,2020-07-23 12:12:00,Hyderabad,449,16,17,M,Other,Violent Crime,8,Yes,04-03-2021 17:00,7,23,12
4890,2020-07-24 18:00:00,07-22-2020 17:00,2020-07-23 03:33:00,Bangalore,504,16,41,M,Poison,Violent Crime,12,Yes,23-05-2021 18:00,7,24,3
4893,2020-07-25 19:00:00,07-22-2020 20:00,2020-07-23 17:25:00,Indore,119,5,61,F,Knife,Violent Crime,4,Yes,03-08-2020 19:00,7,25,17
4901,2020-07-24 16:00:00,07-23-2020 04:00,2020-07-23 15:53:00,Kolkata,377,13,32,M,Poison,Other Crime,2,Yes,22-09-2020 16:00,7,24,15
4903,2020-07-25 04:00:00,07-23-2020 06:00,2020-07-23 16:56:00,Kanpur,436,14,73,F,Explosives,Other Crime,12,Yes,05-08-2020 04:00,7,25,16
4905,2020-07-24 01:00:00,07-23-2020 08:00,2020-07-23 13:56:00,Surat,427,7,35,F,Knife,Other Crime,17,Yes,12-08-2020 01:00,7,24,13
4909,2020-07-24 00:00:00,07-23-2020 12:00,2020-07-23 15:25:00,Delhi,174,20,63,M,Knife,Violent Crime,17,Yes,07-09-2020 00:00,7,24,15
4918,2020-07-24 21:00:00,07-23-2020 21:00,2020-07-24 06:44:00,Delhi,583,13,25,F,Poison,Other Crime,14,Yes,13-10-2020 21:00,7,24,6
4919,2020-07-24 02:00:00,07-23-2020 22:00,2020-07-24 03:54:00,Delhi,256,6,34,M,Blunt Object,Other Crime,6,Yes,06-08-2020 02:00,7,24,3
4923,2020-07-25 20:00:00,07-24-2020 02:00,2020-07-24 02:26:00,Mumbai,365,19,24,M,Other,Other Crime,12,Yes,18-10-2020 20:00,7,25,2
4925,2020-07-24 11:00:00,07-24-2020 04:00,2020-07-24 17:24:00,Delhi,406,10,46,F,Other,Other Crime,11,Yes,24-02-2021 11:00,7,24,17
4926,2020-07-25 16:00:00,07-24-2020 05:00,2020-07-24 20:48:00,Jaipur,568,1,15,M,Firearm,Violent Crime,3,Yes,30-08-2020 16:00,7,25,20
4927,2020-07-24 12:00:00,07-24-2020 06:00,2020-07-25 05:54:00,Kolkata,352,8,12,F,Knife,Fire Accident,12,Yes,05-09-2020 12:00,7,24,5
4929,2020-07-25 09:00:00,07-24-2020 08:00,2020-07-24 16:47:00,Thane,336,4,26,F,Blunt Object,Other Crime,17,Yes,19-09-2020 09:00,7,25,16
4934,2020-07-25 07:00:00,07-24-2020 13:00,2020-07-24 22:31:00,Ahmedabad,192,18,71,F,Blunt Object,Traffic Fatality,3,Yes,03-08-2020 07:00,7,25,22
4936,2020-07-26 03:00:00,07-24-2020 15:00,2020-07-25 14:23:00,Delhi,477,11,76,F,Firearm,Violent Crime,15,Yes,11-10-2020 03:00,7,26,14
4937,2020-07-25 14:00:00,07-24-2020 16:00,2020-07-25 00:50:00,Kolkata,177,20,32,M,Poison,Violent Crime,3,Yes,19-10-2020 14:00,7,25,0
4939,2020-07-27 08:00:00,07-24-2020 18:00,2020-07-25 02:25:00,Chennai,249,11,59,F,Poison,Violent Crime,9,Yes,18-10-2020 08:00,7,27,2
4943,2020-07-25 16:00:00,07-24-2020 22:00,2020-07-25 08:05:00,Delhi,377,16,67,F,Blunt Object,Violent Crime,18,Yes,04-06-2021 16:00,7,25,8
4944,2020-07-25 18:00:00,07-24-2020 23:00,2020-07-25 11:29:00,Ahmedabad,301,20,14,F,Other,Violent Crime,4,Yes,01-09-2020 18:00,7,25,11
4946,2020-07-27 16:00:00,07-25-2020 01:00,2020-07-25 06:15:00,Hyderabad,137,2,40,F,Other,Other Crime,8,Yes,08-01-2021 16:00,7,27,6
4950,2020-07-25 09:00:00,07-25-2020 05:00,2020-07-26 03:54:00,Delhi,498,4,50,F,Blunt Object,Other Crime,1,Yes,18-10-2020 09:00,7,25,3
4954,2020-07-27 02:00:00,07-25-2020 09:00,2020-07-26 01:45:00,Bangalore,172,17,34,F,Poison,Other Crime,5,Yes,17-08-2020 02:00,7,27,1
4955,2020-07-25 20:00:00,07-25-2020 10:00,2020-07-25 18:59:00,Pune,200,10,50,F,Explosives,Other Crime,13,Yes,06-06-2022 20:00,7,25,18
4956,2020-07-25 17:00:00,07-25-2020 11:00,2020-07-25 15:20:00,Rajkot,229,9,55,F,Poison,Other Crime,9,Yes,07-10-2020 17:00,7,25,15
4958,2020-07-26 20:00:00,07-25-2020 13:00,2020-07-25 20:47:00,Bangalore,375,19,21,F,Firearm,Other Crime,17,Yes,07-08-2020 20:00,7,26,20
4960,2020-07-26 04:00:00,07-25-2020 15:00,2020-07-25 19:16:00,Ahmedabad,223,12,18,F,Other,Other Crime,4,Yes,30-08-2020 04:00,7,26,19
4963,2020-07-28 13:00:00,07-25-2020 18:00,2020-07-25 20:10:00,Jaipur,286,12,22,F,Poison,Other Crime,11,Yes,23-09-2020 13:00,7,28,20
4965,2020-07-26 17:00:00,07-25-2020 20:00,2020-07-26 16:30:00,Bangalore,581,19,34,F,Other,Other Crime,1,Yes,23-09-2020 17:00,7,26,16
4968,2020-07-26 04:00:00,07-25-2020 23:00,2020-07-26 05:30:00,Delhi,572,0,15,M,Poison,Fire Accident,11,Yes,06-10-2020 04:00,7,26,5
4977,2020-07-27 23:00:00,07-26-2020 08:00,2020-07-26 20:13:00,Chennai,259,2,25,M,Explosives,Other Crime,8,Yes,14-12-2020 23:00,7,27,20
4978,2020-07-29 07:00:00,07-26-2020 09:00,2020-07-26 23:51:00,Hyderabad,432,11,18,F,Other,Violent Crime,5,Yes,02-10-2020 07:00,7,29,23
4979,2020-07-27 17:00:00,07-26-2020 10:00,2020-07-26 14:30:00,Kanpur,552,13,63,M,Other,Other Crime,15,Yes,21-08-2020 17:00,7,27,14
4980,2020-07-29 05:00:00,07-26-2020 11:00,2020-07-27 09:47:00,Bangalore,577,14,69,F,Other,Other Crime,12,Yes,24-08-2020 05:00,7,29,9
4983,2020-07-27 02:00:00,07-26-2020 14:00,2020-07-27 11:49:00,Kolkata,155,16,60,M,Other,Violent Crime,9,Yes,15-02-2021 02:00,7,27,11
4984,2020-07-27 19:00:00,07-26-2020 15:00,2020-07-27 14:12:00,Surat,155,7,47,F,Explosives,Other Crime,15,Yes,15-08-2020 19:00,7,27,14
4985,2020-07-28 21:00:00,07-26-2020 16:00,2020-07-26 20:51:00,Kolkata,228,2,61,F,Explosives,Other Crime,15,Yes,22-01-2021 21:00,7,28,20
4989,2020-07-27 07:00:00,07-26-2020 20:00,2020-07-27 11:30:00,Delhi,338,2,25,F,Firearm,Other Crime,18,Yes,19-01-2021 07:00,7,27,11
4992,2020-07-29 10:00:00,07-26-2020 23:00,2020-07-27 06:39:00,Indore,227,6,21,M,Firearm,Other Crime,9,Yes,14-08-2020 10:00,7,29,6
4995,2020-07-27 09:00:00,07-27-2020 02:00,2020-07-28 01:02:00,Lucknow,411,1,15,F,Poison,Violent Crime,4,Yes,25-08-2020 09:00,7,27,1
4996,2020-07-29 22:00:00,07-27-2020 03:00,2020-07-27 21:49:00,Nagpur,313,8,34,F,Firearm,Fire Accident,8,Yes,07-08-2020 22:00,7,29,21
5000,2020-07-28 20:00:00,07-27-2020 07:00,2020-07-28 02:59:00,Nagpur,424,1,30,F,Other,Violent Crime,11,Yes,29-09-2020 20:00,7,28,2
5004,2020-07-30 09:00:00,07-27-2020 11:00,2020-07-27 11:59:00,Indore,409,18,67,F,Blunt Object,Traffic Fatality,12,Yes,14-08-2020 09:00,7,30,11
5005,2020-07-28 23:00:00,07-27-2020 12:00,2020-07-28 05:46:00,Mumbai,473,12,62,F,Explosives,Other Crime,18,Yes,16-08-2020 23:00,7,28,5
5007,2020-07-30 13:00:00,07-27-2020 14:00,2020-07-28 10:49:00,Thane,342,17,49,F,Poison,Other Crime,11,Yes,30-08-2020 13:00,7,30,10
5009,2020-07-27 22:00:00,07-27-2020 16:00,2020-07-28 02:35:00,Lucknow,458,17,60,F,Blunt Object,Other Crime,10,Yes,29-08-2020 22:00,7,27,2
5010,2020-07-28 01:00:00,07-27-2020 17:00,2020-07-28 10:08:00,Kalyan,179,10,36,F,Other,Other Crime,16,Yes,05-06-2022 01:00,7,28,10
5011,2020-07-29 19:00:00,07-27-2020 18:00,2020-07-27 18:44:00,Patna,538,2,52,M,Other,Other Crime,10,Yes,12-01-2021 19:00,7,29,18
5013,2020-07-28 05:00:00,07-27-2020 20:00,2020-07-28 11:44:00,Bangalore,399,12,27,F,Firearm,Other Crime,18,Yes,04-10-2020 05:00,7,28,11
5015,2020-07-29 21:00:00,07-27-2020 22:00,2020-07-28 11:10:00,Ghaziabad,495,0,68,F,Explosives,Fire Accident,13,Yes,21-08-2020 21:00,7,29,11
5016,2020-07-28 09:00:00,07-27-2020 23:00,2020-07-28 00:40:00,Bangalore,323,5,66,M,Poison,Violent Crime,9,Yes,02-10-2020 09:00,7,28,0
5017,2020-07-29 01:00:00,07-28-2020 00:00,2020-07-28 12:19:00,Jaipur,177,18,24,M,Firearm,Traffic Fatality,6,Yes,07-08-2020 01:00,7,29,12
5019,2020-07-29 00:00:00,07-28-2020 02:00,2020-07-28 04:51:00,Chennai,153,10,79,F,Knife,Other Crime,5,Yes,21-12-2021 00:00,7,29,4
5020,2020-07-30 13:00:00,07-28-2020 03:00,2020-07-28 14:23:00,Chennai,150,19,34,F,Other,Other Crime,16,Yes,20-09-2020 13:00,7,30,14
5023,2020-07-30 01:00:00,07-28-2020 06:00,2020-07-28 20:07:00,Bangalore,284,3,77,M,Poison,Other Crime,5,Yes,03-09-2020 01:00,7,30,20
5027,2020-07-31 09:00:00,07-28-2020 10:00,2020-07-29 04:31:00,Rajkot,392,4,20,F,Blunt Object,Other Crime,5,Yes,20-09-2020 09:00,7,31,4
5031,2020-07-29 13:00:00,07-28-2020 14:00,2020-07-29 00:32:00,Ghaziabad,346,19,60,M,Other,Other Crime,6,Yes,05-08-2020 13:00,7,29,0
5036,2020-07-28 22:00:00,07-28-2020 19:00,2020-07-29 07:11:00,Bangalore,330,11,67,M,Other,Violent Crime,2,Yes,08-10-2020 22:00,7,28,7
5038,2020-07-29 17:00:00,07-28-2020 21:00,2020-07-29 10:41:00,Mumbai,146,5,27,F,Firearm,Violent Crime,7,Yes,10-10-2020 17:00,7,29,10
5040,2020-07-29 08:00:00,07-28-2020 23:00,2020-07-29 03:44:00,Jaipur,165,18,77,F,Explosives,Traffic Fatality,7,Yes,12-08-2020 08:00,7,29,3
5041,2020-07-31 03:00:00,07-29-2020 00:00,2020-07-29 15:28:00,Jaipur,286,2,44,F,Explosives,Other Crime,8,Yes,03-11-2020 03:00,7,31,15
5045,2020-08-01 03:00:00,07-29-2020 04:00,2020-07-29 23:21:00,Patna,250,17,58,F,Explosives,Other Crime,10,Yes,23-08-2020 03:00,8,1,23
5046,2020-07-29 09:00:00,07-29-2020 05:00,2020-07-29 14:49:00,Thane,182,7,16,M,Firearm,Other Crime,10,Yes,13-08-2020 09:00,7,29,14
5048,2020-07-31 07:00:00,07-29-2020 07:00,2020-07-29 18:45:00,Mumbai,212,4,24,F,Explosives,Other Crime,19,Yes,22-09-2020 07:00,7,31,18
5050,2020-07-31 00:00:00,07-29-2020 09:00,2020-07-29 09:39:00,Chennai,264,11,47,M,Explosives,Violent Crime,2,Yes,07-08-2020 00:00,7,31,9
5053,2020-08-01 04:00:00,07-29-2020 12:00,2020-07-30 04:16:00,Mumbai,376,12,16,F,Blunt Object,Other Crime,19,Yes,09-09-2020 04:00,8,1,4
5054,2020-08-01 09:00:00,07-29-2020 13:00,2020-07-29 14:58:00,Kolkata,454,10,23,F,Explosives,Other Crime,14,Yes,11-10-2021 09:00,8,1,14
5056,2020-07-30 02:00:00,07-29-2020 15:00,2020-07-29 19:11:00,Pune,326,19,67,F,Firearm,Other Crime,9,Yes,17-09-2020 02:00,7,30,19
5057,2020-07-31 03:00:00,07-29-2020 16:00,2020-07-30 07:28:00,Pune,145,18,59,F,Firearm,Traffic Fatality,15,Yes,21-08-2020 03:00,7,31,7
5058,2020-07-30 06:00:00,07-29-2020 17:00,2020-07-29 21:35:00,Chennai,288,14,22,F,Explosives,Other Crime,19,Yes,28-08-2020 06:00,7,30,21
5061,2020-07-31 16:00:00,07-29-2020 20:00,2020-07-30 12:28:00,Bangalore,397,18,30,M,Firearm,Traffic Fatality,18,Yes,02-08-2020 16:00,7,31,12
5062,2020-07-31 23:00:00,07-29-2020 21:00,2020-07-30 05:45:00,Bangalore,109,17,58,F,Explosives,Other Crime,7,Yes,04-09-2020 23:00,7,31,5
5063,2020-07-30 06:00:00,07-29-2020 22:00,2020-07-30 03:23:00,Thane,523,12,49,M,Poison,Other Crime,5,Yes,13-09-2020 06:00,7,30,3
5064,2020-07-30 03:00:00,07-29-2020 23:00,2020-07-30 20:00:00,Ahmedabad,326,6,25,F,Explosives,Other Crime,17,Yes,26-09-2020 03:00,7,30,20
5068,2020-07-31 05:00:00,07-30-2020 03:00,2020-07-30 04:01:00,Mumbai,294,0,74,F,Firearm,Fire Accident,13,Yes,29-09-2020 05:00,7,31,4
5070,2020-07-30 08:00:00,07-30-2020 05:00,2020-07-30 14:40:00,Mumbai,241,5,48,M,Explosives,Violent Crime,6,Yes,24-08-2020 08:00,7,30,14
5073,2020-08-01 19:00:00,07-30-2020 08:00,2020-07-31 03:21:00,Pune,467,8,74,F,Poison,Fire Accident,7,Yes,22-08-2020 19:00,8,1,3
5076,2020-08-01 13:00:00,07-30-2020 11:00,2020-07-31 10:53:00,Delhi,207,16,22,F,Explosives,Violent Crime,8,Yes,19-03-2021 13:00,8,1,10
5081,2020-08-02 03:00:00,07-30-2020 16:00,2020-07-30 20:46:00,Pune,186,14,42,F,Blunt Object,Other Crime,13,Yes,05-08-2020 03:00,8,2,20
5083,2020-08-01 20:00:00,07-30-2020 18:00,2020-07-30 18:19:00,Kalyan,128,7,38,F,Explosives,Other Crime,12,Yes,31-08-2020 20:00,8,1,18
5089,2020-08-01 05:00:00,07-31-2020 00:00,2020-07-31 21:13:00,Lucknow,464,9,25,F,Blunt Object,Other Crime,19,Yes,12-10-2020 05:00,8,1,21
5090,2020-08-02 11:00:00,07-31-2020 01:00,2020-07-31 02:07:00,Chennai,356,16,33,M,Poison,Violent Crime,6,Yes,29-12-2021 11:00,8,2,2
5091,2020-08-02 11:00:00,07-31-2020 02:00,2020-07-31 05:02:00,Bangalore,523,16,55,M,Firearm,Violent Crime,19,Yes,01-12-2021 11:00,8,2,5
5093,2020-07-31 22:00:00,07-31-2020 04:00,2020-08-01 01:56:00,Thane,505,4,28,M,Knife,Other Crime,7,Yes,07-10-2020 22:00,7,31,1
5099,2020-07-31 15:00:00,07-31-2020 10:00,2020-07-31 22:18:00,Indore,521,15,64,F,Other,Violent Crime,4,Yes,02-09-2020 15:00,7,31,22
5102,2020-08-01 11:00:00,07-31-2020 13:00,2020-08-01 08:23:00,Bangalore,171,7,24,F,Poison,Other Crime,17,Yes,12-09-2020 11:00,8,1,8
5109,2020-08-01 18:00:00,07-31-2020 20:00,2020-07-31 22:51:00,Jaipur,333,10,67,M,Knife,Other Crime,5,Yes,25-07-2022 18:00,8,1,22
5116,2020-08-03 17:00:00,08-01-2020 03:00,2020-08-02 02:33:00,Ahmedabad,454,7,11,F,Poison,Other Crime,7,Yes,18-09-2020 17:00,8,3,2
5119,2020-08-02 19:00:00,08-01-2020 06:00,2020-08-01 18:29:00,Nagpur,483,11,48,F,Explosives,Violent Crime,6,Yes,14-10-2020 19:00,8,2,18
5120,2020-08-01 21:00:00,08-01-2020 07:00,2020-08-02 01:47:00,Pune,228,15,33,F,Blunt Object,Violent Crime,9,Yes,17-11-2020 21:00,8,1,1
5121,2020-08-03 14:00:00,08-01-2020 08:00,2020-08-01 21:45:00,Ahmedabad,157,17,36,F,Firearm,Other Crime,16,Yes,24-10-2020 14:00,8,3,21
5123,2020-08-04 02:00:00,08-01-2020 10:00,2020-08-01 20:42:00,Bhopal,127,19,74,F,Knife,Other Crime,6,Yes,29-10-2020 02:00,8,4,20
5126,2020-08-02 12:00:00,08-01-2020 13:00,2020-08-02 02:54:00,Ahmedabad,405,8,57,F,Firearm,Fire Accident,10,Yes,29-09-2020 12:00,8,2,2
5127,2020-08-02 19:00:00,08-01-2020 14:00,2020-08-02 05:53:00,Bhopal,443,2,17,F,Other,Other Crime,10,Yes,26-01-2021 19:00,8,2,5
5128,2020-08-03 14:00:00,08-01-2020 15:00,2020-08-01 20:02:00,Hyderabad,525,15,32,M,Blunt Object,Violent Crime,15,Yes,26-12-2020 14:00,8,3,20
5131,2020-08-03 14:00:00,08-01-2020 18:00,2020-08-01 21:22:00,Patna,320,16,48,F,Other,Violent Crime,12,Yes,25-08-2021 14:00,8,3,21
5132,2020-08-02 23:00:00,08-01-2020 19:00,2020-08-01 20:00:00,Indore,581,19,34,M,Knife,Other Crime,7,Yes,07-09-2020 23:00,8,2,20
5143,2020-08-05 01:00:00,08-02-2020 06:00,2020-08-02 23:30:00,Indore,540,10,70,F,Firearm,Other Crime,4,Yes,29-11-2021 01:00,8,5,23
5144,2020-08-05 02:00:00,08-02-2020 07:00,2020-08-02 08:48:00,Varanasi,213,16,25,M,Firearm,Violent Crime,7,Yes,25-06-2021 02:00,8,5,8
5146,2020-08-03 17:00:00,08-02-2020 09:00,2020-08-03 08:15:00,Hyderabad,350,17,45,F,Knife,Other Crime,3,Yes,18-08-2020 17:00,8,3,8
5147,2020-08-04 19:00:00,08-02-2020 10:00,2020-08-02 14:24:00,Surat,300,18,23,F,Poison,Traffic Fatality,9,Yes,02-09-2020 19:00,8,4,14
5148,2020-08-05 06:00:00,08-02-2020 11:00,2020-08-02 21:31:00,Bhopal,147,19,66,F,Poison,Other Crime,4,Yes,26-08-2020 06:00,8,5,21
5149,2020-08-02 15:00:00,08-02-2020 12:00,2020-08-02 23:27:00,Thane,263,18,51,M,Firearm,Traffic Fatality,6,Yes,20-08-2020 15:00,8,2,23
5150,2020-08-05 05:00:00,08-02-2020 13:00,2020-08-02 15:44:00,Delhi,422,13,34,F,Knife,Other Crime,15,Yes,23-09-2020 05:00,8,5,15
5151,2020-08-03 07:00:00,08-02-2020 14:00,2020-08-03 08:07:00,Agra,554,15,77,F,Explosives,Violent Crime,17,Yes,22-01-2021 07:00,8,3,8
5154,2020-08-03 17:00:00,08-02-2020 17:00,2020-08-03 05:54:00,Kanpur,303,14,58,F,Blunt Object,Other Crime,7,Yes,25-08-2020 17:00,8,3,5
5156,2020-08-04 22:00:00,08-02-2020 19:00,2020-08-03 04:55:00,Indore,514,14,16,M,Blunt Object,Other Crime,10,Yes,28-08-2020 22:00,8,4,4
5159,2020-08-03 12:00:00,08-02-2020 22:00,2020-08-03 10:40:00,Delhi,293,4,48,F,Blunt Object,Other Crime,18,Yes,10-09-2020 12:00,8,3,10
5160,2020-08-04 00:00:00,08-02-2020 23:00,2020-08-03 08:16:00,Delhi,588,4,19,F,Poison,Other Crime,16,Yes,21-10-2020 00:00,8,4,8
5162,2020-08-06 00:00:00,08-03-2020 01:00,2020-08-03 23:43:00,Kolkata,272,1,51,F,Blunt Object,Violent Crime,9,Yes,23-09-2020 00:00,8,6,23
5163,2020-08-05 08:00:00,08-03-2020 02:00,2020-08-03 18:54:00,Bangalore,438,6,78,F,Other,Other Crime,8,Yes,17-09-2020 08:00,8,5,18
5165,2020-08-05 02:00:00,08-03-2020 04:00,2020-08-03 07:44:00,Pune,106,17,27,F,Knife,Other Crime,17,Yes,13-09-2020 02:00,8,5,7
5170,2020-08-05 14:00:00,08-03-2020 09:00,2020-08-04 01:38:00,Delhi,174,7,71,F,Poison,Other Crime,3,Yes,21-10-2020 14:00,8,5,1
5173,2020-08-04 12:00:00,08-03-2020 12:00,2020-08-04 02:18:00,Mumbai,595,3,49,F,Explosives,Other Crime,9,Yes,21-09-2020 12:00,8,4,2
5175,2020-08-05 06:00:00,08-03-2020 14:00,2020-08-04 09:23:00,Thane,375,8,13,M,Knife,Fire Accident,15,Yes,29-09-2020 06:00,8,5,9
5176,2020-08-05 01:00:00,08-03-2020 15:00,2020-08-03 19:23:00,Kanpur,327,4,75,F,Explosives,Other Crime,11,Yes,28-09-2020 01:00,8,5,19
5179,2020-08-04 10:00:00,08-03-2020 18:00,2020-08-04 14:21:00,Hyderabad,275,8,50,F,Knife,Fire Accident,3,Yes,03-10-2020 10:00,8,4,14
