Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed,month,day,hour,Latitude,Longitude
11018,2021-04-06 02:00:00,04-04-2021 01:00,2021-04-04 02:01:00,Bangalore,190,14,20,M,Explosives,Other Crime,15,Yes,24-04-2021 02:00,4,6,2,12.9767936,77.590082
11019,2021-04-04 10:00:00,04-04-2021 02:00,2021-04-04 18:20:00,Jaipur,280,19,41,M,Poison,Other Crime,19,Yes,02-07-2021 10:00,4,4,18,26.9154576,75.8189817
11020,2021-04-06 17:00:00,04-04-2021 03:00,2021-04-04 17:42:00,Nashik,490,9,34,M,Other,Other Crime,10,Yes,30-05-2021 17:00,4,6,17,20.0112475,73.7902364
11022,2021-04-04 20:00:00,04-04-2021 05:00,2021-04-04 08:10:00,Patna,564,11,39,F,Firearm,Violent Crime,16,Yes,02-05-2021 20:00,4,4,8,25.6093239,85.1235252
11028,2021-04-06 02:00:00,04-04-2021 11:00,2021-04-05 03:12:00,Kolkata,530,10,21,F,Blunt Object,Other Crime,13,Yes,15-03-2022 02:00,4,6,3,22.5726459,88.3638953
11030,2021-04-07 07:00:00,04-04-2021 13:00,2021-04-04 17:35:00,Mumbai,433,1,40,F,Knife,Violent Crime,5,Yes,03-05-2021 07:00,4,7,17,19.054999,72.8692035
11031,2021-04-06 06:00:00,04-04-2021 14:00,2021-04-05 00:42:00,Delhi,510,9,44,F,Blunt Object,Other Crime,7,Yes,21-04-2021 06:00,4,6,0,28.6138954,77.2090057
11032,2021-04-05 20:00:00,04-04-2021 15:00,2021-04-05 03:38:00,Mumbai,302,17,60,F,Firearm,Other Crime,6,Yes,02-06-2021 20:00,4,5,3,19.054999,72.8692035
11034,2021-04-04 22:00:00,04-04-2021 17:00,2021-04-04 22:58:00,Thane,457,3,74,F,Knife,Other Crime,19,Yes,09-05-2021 22:00,4,4,22,19.3653598,73.3685437
11035,2021-04-07 00:00:00,04-04-2021 18:00,2021-04-05 00:49:00,Agra,565,10,31,F,Explosives,Other Crime,11,Yes,21-05-2022 00:00,4,7,0,27.1752554,78.0098161
11036,2021-04-07 18:00:00,04-04-2021 19:00,2021-04-05 05:51:00,Mumbai,264,12,38,F,Explosives,Other Crime,11,Yes,05-07-2021 18:00,4,7,5,19.054999,72.8692035
11041,2021-04-06 09:00:00,04-05-2021 00:00,2021-04-05 07:03:00,Visakhapatnam,277,19,60,M,Explosives,Other Crime,3,Yes,29-04-2021 09:00,4,6,7,17.6935526,83.2921297
11046,2021-04-06 01:00:00,04-05-2021 05:00,2021-04-05 14:20:00,Delhi,433,20,26,F,Firearm,Violent Crime,18,Yes,15-04-2021 01:00,4,6,14,28.6138954,77.2090057
11047,2021-04-07 03:00:00,04-05-2021 06:00,2021-04-05 17:11:00,Delhi,135,20,36,F,Explosives,Violent Crime,15,Yes,19-05-2021 03:00,4,7,17,28.6138954,77.2090057
11052,2021-04-07 10:00:00,04-05-2021 11:00,2021-04-05 19:19:00,Bangalore,249,17,17,F,Blunt Object,Other Crime,3,Yes,21-04-2021 10:00,4,7,19,12.9767936,77.590082
11054,2021-04-08 12:00:00,04-05-2021 13:00,2021-04-06 04:06:00,Hyderabad,357,4,24,F,Blunt Object,Other Crime,1,Yes,07-06-2021 12:00,4,8,4,17.360589,78.4740613
11059,2021-04-06 15:00:00,04-05-2021 18:00,2021-04-06 14:16:00,Bangalore,317,2,10,F,Firearm,Other Crime,15,Yes,17-06-2021 15:00,4,6,14,12.9767936,77.590082
11060,2021-04-08 03:00:00,04-05-2021 19:00,2021-04-06 02:06:00,Delhi,310,15,69,F,Explosives,Violent Crime,16,Yes,23-07-2021 03:00,4,8,2,28.6138954,77.2090057
11061,2021-04-06 01:00:00,04-05-2021 20:00,2021-04-06 06:03:00,Kolkata,237,16,72,F,Firearm,Violent Crime,10,Yes,26-03-2022 01:00,4,6,6,22.5726459,88.3638953
11062,2021-04-07 22:00:00,04-05-2021 21:00,2021-04-06 19:23:00,Delhi,505,8,11,F,Explosives,Fire Accident,8,Yes,10-06-2021 22:00,4,7,19,28.6138954,77.2090057
11063,2021-04-05 23:00:00,04-05-2021 22:00,2021-04-05 23:59:00,Hyderabad,482,15,10,F,Blunt Object,Violent Crime,8,Yes,30-08-2021 23:00,4,5,23,17.360589,78.4740613
11066,2021-04-08 07:00:00,04-06-2021 01:00,2021-04-06 06:11:00,Ghaziabad,152,20,56,M,Blunt Object,Violent Crime,18,Yes,21-06-2021 07:00,4,8,6,28.7749966,77.4586967
11069,2021-04-07 20:00:00,04-06-2021 04:00,2021-04-06 17:21:00,Patna,543,1,70,F,Firearm,Violent Crime,18,Yes,19-05-2021 20:00,4,7,17,25.6093239,85.1235252
11070,2021-04-08 17:00:00,04-06-2021 05:00,2021-04-07 02:43:00,Lucknow,438,20,72,F,Poison,Violent Crime,7,Yes,12-06-2021 17:00,4,8,2,26.8381,80.9346001
11072,2021-04-06 11:00:00,04-06-2021 07:00,2021-04-06 18:49:00,Lucknow,338,3,13,M,Knife,Other Crime,15,Yes,07-06-2021 11:00,4,6,18,26.8381,80.9346001
11073,2021-04-09 05:00:00,04-06-2021 08:00,2021-04-06 16:24:00,Meerut,524,8,16,F,Poison,Fire Accident,17,Yes,03-07-2021 05:00,4,9,16,29.0018557,77.7679671
11074,2021-04-07 08:00:00,04-06-2021 09:00,2021-04-07 02:59:00,Bangalore,544,13,30,F,Explosives,Other Crime,4,Yes,12-06-2021 08:00,4,7,2,12.9767936,77.590082
11076,2021-04-08 13:00:00,04-06-2021 11:00,2021-04-07 02:59:00,Mumbai,413,0,11,M,Firearm,Fire Accident,18,Yes,25-04-2021 13:00,4,8,2,19.054999,72.8692035
11078,2021-04-07 03:00:00,04-06-2021 13:00,2021-04-06 18:47:00,Kolkata,319,7,79,M,Firearm,Other Crime,7,Yes,22-05-2021 03:00,4,7,18,22.5726459,88.3638953
11080,2021-04-08 06:00:00,04-06-2021 15:00,2021-04-07 09:01:00,Ahmedabad,311,19,31,F,Explosives,Other Crime,13,Yes,21-04-2021 06:00,4,8,9,23.0215374,72.5800568
11086,2021-04-06 23:00:00,04-06-2021 21:00,2021-04-07 03:56:00,Lucknow,329,15,69,M,Other,Violent Crime,17,Yes,28-06-2021 23:00,4,6,3,26.8381,80.9346001
11088,2021-04-09 13:00:00,04-06-2021 23:00,2021-04-07 14:39:00,Vasai,182,2,58,M,Firearm,Other Crime,15,Yes,10-07-2021 13:00,4,9,14,19.3428238,72.805441
11089,2021-04-09 09:00:00,04-07-2021 00:00,2021-04-07 17:14:00,Thane,229,15,38,F,Firearm,Violent Crime,8,Yes,28-08-2021 09:00,4,9,17,19.3653598,73.3685437
11090,2021-04-09 16:00:00,04-07-2021 01:00,2021-04-07 15:14:00,Nagpur,504,7,79,M,Firearm,Other Crime,2,Yes,15-06-2021 16:00,4,9,15,21.1498134,79.0820556
11091,2021-04-08 04:00:00,04-07-2021 02:00,2021-04-07 05:53:00,Delhi,463,11,44,F,Explosives,Violent Crime,2,Yes,23-04-2021 04:00,4,8,5,28.6138954,77.2090057
11093,2021-04-08 05:00:00,04-07-2021 04:00,2021-04-07 18:40:00,Chennai,451,10,23,M,Blunt Object,Other Crime,18,Yes,23-10-2021 05:00,4,8,18,13.0836939,80.270186
11095,2021-04-07 09:00:00,04-07-2021 06:00,2021-04-07 06:40:00,Indore,200,17,12,F,Other,Other Crime,14,Yes,04-06-2021 09:00,4,7,6,22.7203616,75.8681996
11096,2021-04-07 12:00:00,04-07-2021 07:00,2021-04-08 03:05:00,Mumbai,279,19,28,F,Poison,Other Crime,3,Yes,29-04-2021 12:00,4,7,3,19.054999,72.8692035
11098,2021-04-10 00:00:00,04-07-2021 09:00,2021-04-07 12:04:00,Ahmedabad,116,14,70,F,Poison,Other Crime,16,Yes,26-04-2021 00:00,4,10,12,23.0215374,72.5800568
11099,2021-04-09 02:00:00,04-07-2021 10:00,2021-04-07 19:56:00,Jaipur,313,16,74,F,Explosives,Violent Crime,10,Yes,15-10-2021 02:00,4,9,19,26.9154576,75.8189817
11100,2021-04-07 19:00:00,04-07-2021 11:00,2021-04-08 08:40:00,Surat,465,11,71,M,Explosives,Violent Crime,5,Yes,14-05-2021 19:00,4,7,8,21.2094892,72.8317058
11102,2021-04-09 22:00:00,04-07-2021 13:00,2021-04-07 16:33:00,Nagpur,322,12,15,F,Poison,Other Crime,6,Yes,30-04-2021 22:00,4,9,16,21.1498134,79.0820556
11105,2021-04-10 08:00:00,04-07-2021 16:00,2021-04-08 09:20:00,Pune,515,8,36,F,Knife,Fire Accident,5,Yes,06-07-2021 08:00,4,10,9,18.5213738,73.8545071
11109,2021-04-09 10:00:00,04-07-2021 20:00,2021-04-08 16:20:00,Mumbai,440,12,48,F,Poison,Other Crime,9,Yes,16-04-2021 10:00,4,9,16,19.054999,72.8692035
11110,2021-04-08 14:00:00,04-07-2021 21:00,2021-04-08 12:00:00,Pune,159,4,68,F,Other,Other Crime,9,Yes,23-04-2021 14:00,4,8,12,18.5213738,73.8545071
11112,2021-04-10 16:00:00,04-07-2021 23:00,2021-04-08 05:14:00,Ludhiana,390,10,23,M,Knife,Other Crime,5,Yes,21-11-2021 16:00,4,10,5,30.9090157,75.851601
11113,2021-04-08 11:00:00,04-08-2021 00:00,2021-04-08 23:10:00,Mumbai,136,18,12,M,Poison,Traffic Fatality,5,Yes,20-04-2021 11:00,4,8,23,19.054999,72.8692035
11116,2021-04-10 19:00:00,04-08-2021 03:00,2021-04-08 16:02:00,Delhi,380,18,62,F,Firearm,Traffic Fatality,7,Yes,21-04-2021 19:00,4,10,16,28.6138954,77.2090057
11118,2021-04-09 07:00:00,04-08-2021 05:00,2021-04-08 17:40:00,Ghaziabad,492,11,64,M,Poison,Violent Crime,15,Yes,22-04-2021 07:00,4,9,17,28.7749966,77.4586967
11121,2021-04-10 19:00:00,04-08-2021 08:00,2021-04-08 17:13:00,Jaipur,324,9,51,F,Poison,Other Crime,9,Yes,23-06-2021 19:00,4,10,17,26.9154576,75.8189817
11123,2021-04-08 13:00:00,04-08-2021 10:00,2021-04-09 09:37:00,Chennai,107,0,46,M,Firearm,Fire Accident,5,Yes,25-05-2021 13:00,4,8,9,13.0836939,80.270186
11125,2021-04-10 06:00:00,04-08-2021 12:00,2021-04-09 05:12:00,Mumbai,546,9,12,M,Knife,Other Crime,9,Yes,14-05-2021 06:00,4,10,5,19.054999,72.8692035
11130,2021-04-11 05:00:00,04-08-2021 17:00,2021-04-09 04:11:00,Mumbai,473,19,37,F,Poison,Other Crime,1,Yes,19-06-2021 05:00,4,11,4,19.054999,72.8692035
11132,2021-04-09 13:00:00,04-08-2021 19:00,2021-04-09 11:29:00,Delhi,272,1,44,M,Explosives,Violent Crime,14,Yes,22-04-2021 13:00,4,9,11,28.6138954,77.2090057
11133,2021-04-11 10:00:00,04-08-2021 20:00,2021-04-09 07:08:00,Mumbai,390,18,61,F,Blunt Object,Traffic Fatality,9,Yes,17-04-2021 10:00,4,11,7,19.054999,72.8692035
11135,2021-04-10 02:00:00,04-08-2021 22:00,2021-04-09 13:54:00,Agra,109,17,33,M,Blunt Object,Other Crime,13,Yes,07-05-2021 02:00,4,10,13,27.1752554,78.0098161
11136,2021-04-09 13:00:00,04-08-2021 23:00,2021-04-09 16:29:00,Srinagar,301,16,76,F,Poison,Violent Crime,6,Yes,25-07-2022 13:00,4,9,16,34.0747444,74.8204443
11137,2021-04-10 19:00:00,04-09-2021 00:00,2021-04-09 06:11:00,Chennai,213,4,30,M,Poison,Other Crime,17,Yes,05-07-2021 19:00,4,10,6,13.0836939,80.270186
11144,2021-04-12 03:00:00,04-09-2021 07:00,2021-04-10 02:06:00,Patna,392,17,63,F,Other,Other Crime,17,Yes,03-05-2021 03:00,4,12,2,25.6093239,85.1235252
11148,2021-04-11 16:00:00,04-09-2021 11:00,2021-04-09 14:36:00,Chennai,164,5,14,M,Other,Violent Crime,10,Yes,27-04-2021 16:00,4,11,14,13.0836939,80.270186
11149,2021-04-10 13:00:00,04-09-2021 12:00,2021-04-09 23:01:00,Chennai,266,18,39,F,Knife,Traffic Fatality,10,Yes,09-05-2021 13:00,4,10,23,13.0836939,80.270186
11157,2021-04-11 20:00:00,04-09-2021 20:00,2021-04-09 21:20:00,Kolkata,290,14,64,M,Blunt Object,Other Crime,9,Yes,23-04-2021 20:00,4,11,21,22.5726459,88.3638953
11158,2021-04-10 23:00:00,04-09-2021 21:00,2021-04-09 23:26:00,Bangalore,105,20,71,F,Poison,Violent Crime,1,Yes,21-06-2021 23:00,4,10,23,12.9767936,77.590082
11159,2021-04-11 16:00:00,04-09-2021 22:00,2021-04-10 12:12:00,Delhi,383,10,58,F,Poison,Other Crime,10,Yes,10-01-2022 16:00,4,11,12,28.6138954,77.2090057
11160,2021-04-12 17:00:00,04-09-2021 23:00,2021-04-10 20:59:00,Pune,557,5,47,F,Explosives,Violent Crime,9,Yes,20-04-2021 17:00,4,12,20,18.5213738,73.8545071
11162,2021-04-12 22:00:00,04-10-2021 01:00,2021-04-10 02:32:00,Mumbai,508,9,13,F,Blunt Object,Other Crime,15,Yes,15-05-2021 22:00,4,12,2,19.054999,72.8692035
11166,2021-04-11 05:00:00,04-10-2021 05:00,2021-04-10 11:03:00,Kolkata,436,7,47,F,Knife,Other Crime,1,Yes,03-06-2021 05:00,4,11,11,22.5726459,88.3638953
11167,2021-04-11 09:00:00,04-10-2021 06:00,2021-04-10 06:44:00,Jaipur,398,9,17,F,Blunt Object,Other Crime,8,Yes,13-05-2021 09:00,4,11,6,26.9154576,75.8189817
11168,2021-04-12 09:00:00,04-10-2021 07:00,2021-04-10 21:15:00,Bangalore,389,1,69,F,Poison,Violent Crime,6,Yes,01-06-2021 09:00,4,12,21,12.9767936,77.590082
11169,2021-04-11 07:00:00,04-10-2021 08:00,2021-04-10 23:04:00,Visakhapatnam,572,18,61,F,Knife,Traffic Fatality,14,Yes,04-05-2021 07:00,4,11,23,17.6935526,83.2921297
11170,2021-04-12 08:00:00,04-10-2021 09:00,2021-04-11 07:41:00,Lucknow,117,17,70,F,Blunt Object,Other Crime,11,Yes,09-05-2021 08:00,4,12,7,26.8381,80.9346001
11172,2021-04-10 12:00:00,04-10-2021 11:00,2021-04-10 19:57:00,Pune,382,19,40,F,Explosives,Other Crime,15,Yes,18-05-2021 12:00,4,10,19,18.5213738,73.8545071
11173,2021-04-10 17:00:00,04-10-2021 12:00,2021-04-11 02:13:00,Ahmedabad,390,19,68,M,Other,Other Crime,4,Yes,09-05-2021 17:00,4,10,2,23.0215374,72.5800568
11176,2021-04-10 21:00:00,04-10-2021 15:00,2021-04-11 12:19:00,Surat,570,1,37,M,Firearm,Violent Crime,16,Yes,14-05-2021 21:00,4,10,12,21.2094892,72.8317058
11179,2021-04-12 16:00:00,04-10-2021 18:00,2021-04-11 06:36:00,Thane,291,12,79,M,Poison,Other Crime,3,Yes,30-06-2021 16:00,4,12,6,19.3653598,73.3685437
11180,2021-04-13 15:00:00,04-10-2021 19:00,2021-04-10 19:06:00,Delhi,333,18,18,F,Blunt Object,Traffic Fatality,16,Yes,14-04-2021 15:00,4,13,19,28.6138954,77.2090057
11181,2021-04-13 07:00:00,04-10-2021 20:00,2021-04-11 05:14:00,Jaipur,434,10,54,F,Other,Other Crime,4,Yes,13-10-2021 07:00,4,13,5,26.9154576,75.8189817
11183,2021-04-11 20:00:00,04-10-2021 22:00,2021-04-11 19:36:00,Chennai,579,1,37,M,Knife,Violent Crime,16,Yes,03-07-2021 20:00,4,11,19,13.0836939,80.270186
11184,2021-04-13 14:00:00,04-10-2021 23:00,2021-04-11 04:50:00,Lucknow,533,15,24,M,Explosives,Violent Crime,11,Yes,28-08-2021 14:00,4,13,4,26.8381,80.9346001
11186,2021-04-12 14:00:00,04-11-2021 01:00,2021-04-11 05:47:00,Mumbai,253,1,28,F,Poison,Violent Crime,15,Yes,25-06-2021 14:00,4,12,5,19.054999,72.8692035
11187,2021-04-11 13:00:00,04-11-2021 02:00,2021-04-11 02:25:00,Visakhapatnam,208,9,35,F,Other,Other Crime,10,Yes,29-04-2021 13:00,4,11,2,17.6935526,83.2921297
11189,2021-04-11 10:00:00,04-11-2021 04:00,2021-04-11 15:54:00,Delhi,108,17,26,F,Other,Other Crime,2,Yes,22-04-2021 10:00,4,11,15,28.6138954,77.2090057
11190,2021-04-13 09:00:00,04-11-2021 05:00,2021-04-11 10:57:00,Chennai,131,6,68,F,Knife,Other Crime,7,Yes,20-06-2021 09:00,4,13,10,13.0836939,80.270186
11191,2021-04-11 20:00:00,04-11-2021 06:00,2021-04-12 05:31:00,Pune,589,15,14,F,Poison,Violent Crime,14,Yes,11-09-2021 20:00,4,11,5,18.5213738,73.8545071
11196,2021-04-14 04:00:00,04-11-2021 11:00,2021-04-12 00:38:00,Delhi,544,13,71,F,Blunt Object,Other Crime,15,Yes,15-05-2021 04:00,4,14,0,28.6138954,77.2090057
11199,2021-04-13 01:00:00,04-11-2021 14:00,2021-04-12 05:34:00,Kanpur,331,20,37,F,Firearm,Violent Crime,14,Yes,02-06-2021 01:00,4,13,5,26.4609135,80.3217588
11201,2021-04-12 06:00:00,04-11-2021 16:00,2021-04-12 14:37:00,Kanpur,341,8,65,F,Other,Fire Accident,16,Yes,14-05-2021 06:00,4,12,14,26.4609135,80.3217588
11202,2021-04-14 09:00:00,04-11-2021 17:00,2021-04-11 17:16:00,Lucknow,177,2,60,F,Poison,Other Crime,5,Yes,04-06-2021 09:00,4,14,17,26.8381,80.9346001
11203,2021-04-12 18:00:00,04-11-2021 18:00,2021-04-12 08:58:00,Nagpur,179,17,55,F,Explosives,Other Crime,2,Yes,27-06-2021 18:00,4,12,8,21.1498134,79.0820556
11206,2021-04-12 21:00:00,04-11-2021 21:00,2021-04-12 02:51:00,Chennai,390,6,41,M,Blunt Object,Other Crime,18,Yes,15-05-2021 21:00,4,12,2,13.0836939,80.270186
11207,2021-04-13 21:00:00,04-11-2021 22:00,2021-04-12 05:38:00,Delhi,507,19,65,M,Explosives,Other Crime,6,Yes,23-06-2021 21:00,4,13,5,28.6138954,77.2090057
11216,2021-04-12 18:00:00,04-12-2021 07:00,2021-04-12 10:01:00,Vasai,345,17,39,M,Knife,Other Crime,7,Yes,08-06-2021 18:00,4,12,10,19.3428238,72.805441
11222,2021-04-12 21:00:00,04-12-2021 13:00,2021-04-12 17:40:00,Kalyan,500,7,40,F,Poison,Other Crime,3,Yes,27-06-2021 21:00,4,12,17,19.2396742,73.1366482
11226,2021-04-14 10:00:00,04-12-2021 17:00,2021-04-12 23:51:00,Bangalore,564,2,22,M,Blunt Object,Other Crime,2,Yes,20-08-2021 10:00,4,14,23,12.9767936,77.590082
11231,2021-04-13 05:00:00,04-12-2021 22:00,2021-04-13 20:45:00,Mumbai,575,7,27,F,Knife,Other Crime,9,Yes,29-06-2021 05:00,4,13,20,19.054999,72.8692035
11232,2021-04-13 20:00:00,04-12-2021 23:00,2021-04-13 16:57:00,Delhi,174,4,13,F,Explosives,Other Crime,3,Yes,27-06-2021 20:00,4,13,16,28.6138954,77.2090057
11234,2021-04-14 02:00:00,04-13-2021 01:00,2021-04-13 19:34:00,Indore,319,20,65,F,Other,Violent Crime,8,Yes,08-05-2021 02:00,4,14,19,22.7203616,75.8681996
11238,2021-04-13 19:00:00,04-13-2021 05:00,2021-04-13 22:17:00,Chennai,162,1,76,F,Poison,Violent Crime,6,Yes,26-05-2021 19:00,4,13,22,13.0836939,80.270186
11241,2021-04-14 12:00:00,04-13-2021 08:00,2021-04-13 12:09:00,Patna,194,6,69,F,Explosives,Other Crime,11,Yes,01-07-2021 12:00,4,14,12,25.6093239,85.1235252
11245,2021-04-14 14:00:00,04-13-2021 12:00,2021-04-13 17:43:00,Ahmedabad,179,14,46,F,Knife,Other Crime,12,Yes,05-05-2021 14:00,4,14,17,23.0215374,72.5800568
11248,2021-04-15 11:00:00,04-13-2021 15:00,2021-04-14 12:51:00,Lucknow,588,17,53,F,Firearm,Other Crime,5,Yes,31-05-2021 11:00,4,15,12,26.8381,80.9346001
11249,2021-04-14 02:00:00,04-13-2021 16:00,2021-04-13 17:24:00,Jaipur,251,0,63,F,Explosives,Fire Accident,11,Yes,08-05-2021 02:00,4,14,17,26.9154576,75.8189817
11252,2021-04-15 10:00:00,04-13-2021 19:00,2021-04-14 17:20:00,Bangalore,520,19,58,F,Blunt Object,Other Crime,7,Yes,29-06-2021 10:00,4,15,17,12.9767936,77.590082
11258,2021-04-14 08:00:00,04-14-2021 01:00,2021-04-14 06:08:00,Kolkata,162,4,73,F,Poison,Other Crime,10,Yes,26-05-2021 08:00,4,14,6,22.5726459,88.3638953
11259,2021-04-15 07:00:00,04-14-2021 02:00,2021-04-14 23:09:00,Surat,575,10,48,M,Explosives,Other Crime,15,Yes,30-05-2022 07:00,4,15,23,21.2094892,72.8317058
11260,2021-04-14 09:00:00,04-14-2021 03:00,2021-04-14 23:45:00,Bangalore,566,0,40,F,Knife,Fire Accident,5,Yes,04-05-2021 09:00,4,14,23,12.9767936,77.590082
11263,2021-04-16 08:00:00,04-14-2021 06:00,2021-04-14 20:02:00,Delhi,219,7,21,M,Other,Other Crime,2,Yes,23-04-2021 08:00,4,16,20,28.6138954,77.2090057
11269,2021-04-17 00:00:00,04-14-2021 12:00,2021-04-15 02:52:00,Hyderabad,223,5,52,M,Poison,Violent Crime,9,Yes,25-06-2021 00:00,4,17,2,17.360589,78.4740613
11272,2021-04-15 18:00:00,04-14-2021 15:00,2021-04-14 21:33:00,Ludhiana,506,7,36,M,Poison,Other Crime,3,Yes,13-07-2021 18:00,4,15,21,30.9090157,75.851601
11277,2021-04-17 16:00:00,04-14-2021 20:00,2021-04-14 22:08:00,Bangalore,592,19,48,F,Poison,Other Crime,10,Yes,22-05-2021 16:00,4,17,22,12.9767936,77.590082
11279,2021-04-16 20:00:00,04-14-2021 22:00,2021-04-15 18:08:00,Pune,567,12,58,F,Firearm,Other Crime,7,Yes,07-05-2021 20:00,4,16,18,18.5213738,73.8545071
11280,2021-04-15 19:00:00,04-14-2021 23:00,2021-04-15 13:52:00,Kolkata,358,13,30,F,Blunt Object,Other Crime,19,Yes,18-05-2021 19:00,4,15,13,22.5726459,88.3638953
11281,2021-04-17 07:00:00,04-15-2021 00:00,2021-04-15 05:39:00,Kolkata,146,3,34,F,Blunt Object,Other Crime,15,Yes,16-05-2021 07:00,4,17,5,22.5726459,88.3638953
11284,2021-04-15 12:00:00,04-15-2021 03:00,2021-04-15 09:10:00,Bangalore,579,14,38,F,Other,Other Crime,10,Yes,19-04-2021 12:00,4,15,9,12.9767936,77.590082
11285,2021-04-17 17:00:00,04-15-2021 04:00,2021-04-15 06:33:00,Jaipur,558,5,47,F,Poison,Violent Crime,9,Yes,03-06-2021 17:00,4,17,6,26.9154576,75.8189817
11286,2021-04-16 18:00:00,04-15-2021 05:00,2021-04-15 11:01:00,Patna,201,0,62,F,Other,Fire Accident,17,Yes,19-05-2021 18:00,4,16,11,25.6093239,85.1235252
11287,2021-04-15 16:00:00,04-15-2021 06:00,2021-04-15 06:40:00,Mumbai,168,2,15,M,Firearm,Other Crime,14,Yes,07-09-2021 16:00,4,15,6,19.054999,72.8692035
11291,2021-04-16 14:00:00,04-15-2021 10:00,2021-04-15 21:59:00,Chennai,362,17,50,F,Blunt Object,Other Crime,13,Yes,07-07-2021 14:00,4,16,21,13.0836939,80.270186
11292,2021-04-16 18:00:00,04-15-2021 11:00,2021-04-15 19:52:00,Mumbai,356,9,10,M,Poison,Other Crime,14,Yes,04-07-2021 18:00,4,16,19,19.054999,72.8692035
11299,2021-04-16 12:00:00,04-15-2021 18:00,2021-04-16 16:16:00,Bangalore,268,3,18,M,Blunt Object,Other Crime,10,Yes,23-04-2021 12:00,4,16,16,12.9767936,77.590082
11300,2021-04-17 11:00:00,04-15-2021 19:00,2021-04-16 02:21:00,Ahmedabad,217,4,29,F,Explosives,Other Crime,19,Yes,20-06-2021 11:00,4,17,2,23.0215374,72.5800568
11302,2021-04-16 14:00:00,04-15-2021 21:00,2021-04-15 23:36:00,Agra,504,13,58,F,Firearm,Other Crime,6,Yes,03-06-2021 14:00,4,16,23,27.1752554,78.0098161
11304,2021-04-16 23:00:00,04-15-2021 23:00,2021-04-16 13:18:00,Chennai,194,20,35,F,Knife,Violent Crime,13,Yes,19-06-2021 23:00,4,16,13,13.0836939,80.270186
11309,2021-04-18 03:00:00,04-16-2021 04:00,2021-04-16 13:36:00,Thane,126,3,25,M,Knife,Other Crime,5,Yes,28-04-2021 03:00,4,18,13,19.3653598,73.3685437
11312,2021-04-16 10:00:00,04-16-2021 07:00,2021-04-17 05:43:00,Lucknow,176,13,35,F,Other,Other Crime,17,Yes,12-05-2021 10:00,4,16,5,26.8381,80.9346001
11313,2021-04-18 01:00:00,04-16-2021 08:00,2021-04-16 17:42:00,Jaipur,579,9,48,M,Poison,Other Crime,4,Yes,09-07-2021 01:00,4,18,17,26.9154576,75.8189817
11314,2021-04-18 06:00:00,04-16-2021 09:00,2021-04-16 18:43:00,Lucknow,282,9,79,F,Explosives,Other Crime,18,Yes,07-07-2021 06:00,4,18,18,26.8381,80.9346001
11316,2021-04-17 04:00:00,04-16-2021 11:00,2021-04-16 20:22:00,Delhi,153,2,25,M,Knife,Other Crime,2,Yes,22-06-2021 04:00,4,17,20,28.6138954,77.2090057
11317,2021-04-18 02:00:00,04-16-2021 12:00,2021-04-16 18:24:00,Jaipur,483,6,32,M,Knife,Other Crime,17,Yes,17-05-2021 02:00,4,18,18,26.9154576,75.8189817
11318,2021-04-18 22:00:00,04-16-2021 13:00,2021-04-16 22:00:00,Surat,285,11,46,F,Other,Violent Crime,8,Yes,02-06-2021 22:00,4,18,22,21.2094892,72.8317058
11319,2021-04-16 23:00:00,04-16-2021 14:00,2021-04-17 09:59:00,Patna,394,4,21,F,Blunt Object,Other Crime,17,Yes,15-06-2021 23:00,4,16,9,25.6093239,85.1235252
11321,2021-04-16 19:00:00,04-16-2021 16:00,2021-04-17 13:45:00,Delhi,167,8,59,F,Explosives,Fire Accident,2,Yes,23-05-2021 19:00,4,16,13,28.6138954,77.2090057
11323,2021-04-19 01:00:00,04-16-2021 18:00,2021-04-17 10:12:00,Hyderabad,373,14,39,F,Other,Other Crime,12,Yes,12-05-2021 01:00,4,19,10,17.360589,78.4740613
11329,2021-04-18 20:00:00,04-17-2021 00:00,2021-04-17 15:11:00,Kolkata,452,12,30,F,Firearm,Other Crime,7,Yes,01-06-2021 20:00,4,18,15,22.5726459,88.3638953
11331,2021-04-17 20:00:00,04-17-2021 02:00,2021-04-17 03:24:00,Visakhapatnam,573,12,64,M,Blunt Object,Other Crime,11,Yes,15-06-2021 20:00,4,17,3,17.6935526,83.2921297
11336,2021-04-17 18:00:00,04-17-2021 07:00,2021-04-17 11:39:00,Bangalore,571,10,62,F,Firearm,Other Crime,8,Yes,27-02-2023 18:00,4,17,11,12.9767936,77.590082
11338,2021-04-18 12:00:00,04-17-2021 09:00,2021-04-17 23:36:00,Mumbai,401,16,61,F,Other,Violent Crime,1,Yes,02-04-2023 12:00,4,18,23,19.054999,72.8692035
11340,2021-04-17 22:00:00,04-17-2021 11:00,2021-04-18 03:03:00,Bhopal,235,8,24,M,Blunt Object,Fire Accident,15,Yes,05-05-2021 22:00,4,17,3,23.2584857,77.401989
11343,2021-04-18 08:00:00,04-17-2021 14:00,2021-04-18 09:26:00,Hyderabad,412,14,74,F,Poison,Other Crime,1,Yes,14-05-2021 08:00,4,18,9,17.360589,78.4740613
